,index,work,author,birthYear,workLabel,authorLabel,genderLabel,citizenshipLabel,PublicationYear,religionLabel,nativeLanguageLabel
3293,0,http://www.wikidata.org/entity/Q95981371,http://www.wikidata.org/entity/Q922457,1864,Gallegher and Other Stories,Richard Harding Davis,male,United States of America,1891,,
3294,0,http://www.wikidata.org/entity/Q3061309,http://www.wikidata.org/entity/Q79025,1771,Peveril of the Peak,Walter Scott,male,United Kingdom,1823,,English
3297,0,http://www.wikidata.org/entity/Q16997611,http://www.wikidata.org/entity/Q5536746,1866,Jane Cable,George Barr McCutcheon,male,United States of America,1906,,
3298,0,http://www.wikidata.org/entity/Q4876123,http://www.wikidata.org/entity/Q42511,1866,Bealby,H. G. Wells,male,United Kingdom,1915,,English
3299,0,http://www.wikidata.org/entity/Q28871557,http://www.wikidata.org/entity/Q42511,1866,Thirty Strange Stories,H. G. Wells,male,United Kingdom,1897,,English
3300,0,http://www.wikidata.org/entity/Q17018262,http://www.wikidata.org/entity/Q8016,1874,The World Crisis,Winston Churchill,male,United Kingdom,1923,Church of England,British English
3301,0,http://www.wikidata.org/entity/Q16570715,http://www.wikidata.org/entity/Q1323100,1863,The Unadjusted Girl,William Isaac Thomas,male,United States of America,1923,,
3302,0,http://www.wikidata.org/entity/Q6945854,http://www.wikidata.org/entity/Q763507,1856,My Life and Loves,Frank Harris,male,Republic of Ireland,1963,,
3305,0,http://www.wikidata.org/entity/Q7762571,http://www.wikidata.org/entity/Q117201,1860,The Science of Getting Rich,Wallace Wattles,male,United States of America,1910,,
3306,0,http://www.wikidata.org/entity/Q7712123,http://www.wikidata.org/entity/Q6760032,1882,The Able McLaughlins,Margaret Wilson,female,United States of America,1923,Presbyterianism,
3307,0,http://www.wikidata.org/entity/Q6362515,http://www.wikidata.org/entity/Q34970,1885,Kangaroo,D. H. Lawrence,male,United Kingdom,1923,,
3308,0,http://www.wikidata.org/entity/Q3227098,http://www.wikidata.org/entity/Q185085,1864,Del sentimiento trágico de la vida,Miguel de Unamuno,male,Spain,1912,Christianity,
3309,0,http://www.wikidata.org/entity/Q3338169,http://www.wikidata.org/entity/Q645074,1879,The Cask,Freeman Wills Crofts,male,Republic of Ireland,1920,,
3312,0,http://www.wikidata.org/entity/Q7699181,http://www.wikidata.org/entity/Q230299,1864,Ten Days in a Mad-House,Nellie Bly,female,United States of America,1887,,
3317,0,http://www.wikidata.org/entity/Q612836,http://www.wikidata.org/entity/Q167768,1811,Vanity Fair,William Makepeace Thackeray,male,United Kingdom of Great Britain and Ireland,1848,Anglicanism,
3318,0,http://www.wikidata.org/entity/Q51467078,http://www.wikidata.org/entity/Q2739759,1850,Earthquakes and other earth movements,John Milne,male,United Kingdom of Great Britain and Ireland,1886,,
3320,0,http://www.wikidata.org/entity/Q2307875,http://www.wikidata.org/entity/Q502,1783,Lucien Leuwen,Stendhal,male,France,1894,atheism,French
3321,0,http://www.wikidata.org/entity/Q7062628,http://www.wikidata.org/entity/Q170509,1843,Notes on Novelists,Henry James,male,United States of America,1914,,English
3323,0,http://www.wikidata.org/entity/Q18418194,http://www.wikidata.org/entity/Q183167,1874,The Uses of Diversity,G. K. Chesterton,male,United Kingdom,1920,Catholicism,
3325,0,http://www.wikidata.org/entity/Q1196902,http://www.wikidata.org/entity/Q61662,1878,Der Snob,Carl Sternheim,male,German Reich,1914,,
3326,0,http://www.wikidata.org/entity/Q3655399,http://www.wikidata.org/entity/Q1277467,1894,Cane,Jean Toomer,male,United States of America,1923,Quakers,
3327,0,http://www.wikidata.org/entity/Q16386100,http://www.wikidata.org/entity/Q233898,1876,Horses and Men,Sherwood Anderson,male,United States of America,1923,,
3328,0,http://www.wikidata.org/entity/Q11858546,http://www.wikidata.org/entity/Q146763,1872,Wanderer of the Wasteland,Zane Grey,male,United States of America,1923,,
3329,0,http://www.wikidata.org/entity/Q4398296,http://www.wikidata.org/entity/Q42511,1866,Russia in the Shadows,H. G. Wells,male,United Kingdom,1920,,English
3330,0,http://www.wikidata.org/entity/Q2659564,http://www.wikidata.org/entity/Q121060,1775,The Monk,Matthew Gregory Lewis,male,Kingdom of Great Britain,1796,,
3331,0,http://www.wikidata.org/entity/Q594139,http://www.wikidata.org/entity/Q33977,1828,The Purchase of the North Pole,Jules Verne,male,France,1889,Catholicism,French
3333,0,http://www.wikidata.org/entity/Q20712063,http://www.wikidata.org/entity/Q14949059,1871,Kitty Carstairs,John Joy Bell,male,United Kingdom,1917,,
3335,0,http://www.wikidata.org/entity/Q6945291,http://www.wikidata.org/entity/Q79969,1869,My Disillusionment in Russia,Emma Goldman,female,United States of America,1923,atheism,
3338,0,http://www.wikidata.org/entity/Q3085278,http://www.wikidata.org/entity/Q535,1802,Ruy Blas,Victor Hugo,male,France,1839,,French
3339,0,http://www.wikidata.org/entity/Q2974975,http://www.wikidata.org/entity/Q161955,1896,Clair de terre,André Breton,male,France,1923,atheism,French
3340,0,http://www.wikidata.org/entity/Q4774579,http://www.wikidata.org/entity/Q81447,1894,Antic Hay,Aldous Huxley,male,United Kingdom,1923,Hinduism,
3341,0,http://www.wikidata.org/entity/Q7761520,http://www.wikidata.org/entity/Q182589,1834,The Roots of the Mountains,William Morris,male,United Kingdom,1889,,English
3343,0,http://www.wikidata.org/entity/Q1635110,http://www.wikidata.org/entity/Q259530,1752,Evelina,Frances Burney,female,Kingdom of Great Britain,1778,,
3345,0,http://www.wikidata.org/entity/Q7628058,http://www.wikidata.org/entity/Q34970,1885,Studies in Classic American Literature,D. H. Lawrence,male,United Kingdom,1923,,
3346,0,http://www.wikidata.org/entity/Q110364563,http://www.wikidata.org/entity/Q2336138,1806,Confession,William Gilmore Simms,male,United States of America,1841,,
3347,0,http://www.wikidata.org/entity/Q928680,http://www.wikidata.org/entity/Q148234,1875,Pellucidar,Edgar Rice Burroughs,male,United States of America,1915,,English
3348,0,http://www.wikidata.org/entity/Q17114233,http://www.wikidata.org/entity/Q1064912,1853,A New Era of Thought,Charles Howard Hinton,male,United Kingdom of Great Britain and Ireland,1888,,
3349,0,http://www.wikidata.org/entity/Q19902832,http://www.wikidata.org/entity/Q703935,1880,The Village in the Jungle,Leonard Woolf,male,United Kingdom,1913,,British English
3350,0,http://www.wikidata.org/entity/Q108281805,http://www.wikidata.org/entity/Q7368222,1926,Car Pool,Rosel George Brown,female,United States of America,1959,,
3351,0,http://www.wikidata.org/entity/Q7739826,http://www.wikidata.org/entity/Q271712,1857,The History of the Standard Oil Company,Ida Tarbell,female,United States of America,1904,,
3354,0,http://www.wikidata.org/entity/Q16931871,http://www.wikidata.org/entity/Q237196,1856,Smith and the Pharaohs,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1921,,
3355,0,http://www.wikidata.org/entity/Q56120164,http://www.wikidata.org/entity/Q7287399,1871,The Steam-Shovel Man,Ralph Delahaye Paine,male,United States of America,1913,,
3357,0,http://www.wikidata.org/entity/Q27566013,http://www.wikidata.org/entity/Q379580,1838,A Thousand-Mile Walk to the Gulf,John Muir,male,United States of America,1916,Christianity,
3360,0,http://www.wikidata.org/entity/Q111972733,http://www.wikidata.org/entity/Q173869,1809,Lady Clare,Alfred Tennyson,male,United Kingdom of Great Britain and Ireland,1842,Anglicanism,
3361,0,http://www.wikidata.org/entity/Q51462506,http://www.wikidata.org/entity/Q5577698,1846,Death and resurrection from the point of view of the cell-theory,Johan Gustaf Björklund,male,Sweden,1910,,
3362,0,http://www.wikidata.org/entity/Q60172707,http://www.wikidata.org/entity/Q3161890,1776,The Scottish Chiefs,Jane Porter,female,Kingdom of Great Britain,1810,,
3364,0,http://www.wikidata.org/entity/Q509070,http://www.wikidata.org/entity/Q364264,1795,The Vampyre,John William Polidori,male,United Kingdom of Great Britain and Ireland,1819,,
3365,0,http://www.wikidata.org/entity/Q642635,http://www.wikidata.org/entity/Q79759,1608,Areopagitica,John Milton,male,Kingdom of England,1644,Anglicanism,English
3366,0,http://www.wikidata.org/entity/Q6820477,http://www.wikidata.org/entity/Q7245,1835,Merry Tales,Mark Twain,male,United States of America,1892,atheism,
3367,0,http://www.wikidata.org/entity/Q27623034,http://www.wikidata.org/entity/Q379580,1838,Our National Parks,John Muir,male,United States of America,1901,Christianity,
3370,0,http://www.wikidata.org/entity/Q937389,http://www.wikidata.org/entity/Q312242,1884,Ralph 124C 41+,Hugo Gernsback,male,United States of America,1911,,
3372,0,http://www.wikidata.org/entity/Q51424469,http://www.wikidata.org/entity/Q3426961,1853,The life of Pasteur,René Vallery-Radot,male,France,1923,,French
3373,0,http://www.wikidata.org/entity/Q1129589,http://www.wikidata.org/entity/Q181667,1783,Rip Van Winkle,Washington Irving,male,United States of America,1818,,
3374,0,http://www.wikidata.org/entity/Q107326551,http://www.wikidata.org/entity/Q181667,1783,Rip Van Winkle,Washington Irving,male,United States of America,1910,,
3377,0,http://www.wikidata.org/entity/Q3280873,http://www.wikidata.org/entity/Q235368,1868,Pollyanna Grows Up,Eleanor H. Porter,female,United States of America,1915,,English
3378,0,http://www.wikidata.org/entity/Q2470392,http://www.wikidata.org/entity/Q458658,1878,The King of Elfland's Daughter,"Edward Plunkett, 18th Baron of Dunsany",male,Republic of Ireland,1924,,
3383,0,http://www.wikidata.org/entity/Q1167555,http://www.wikidata.org/entity/Q35064,1890,The Man in the Brown Suit,Agatha Christie,female,United Kingdom,1924,,English
3385,0,http://www.wikidata.org/entity/Q119716573,http://www.wikidata.org/entity/Q436699,1864,An Outback Marriage,Andrew Barton Paterson,male,Australia,1906,,
3386,0,http://www.wikidata.org/entity/Q7241771,http://www.wikidata.org/entity/Q333004,1875,Prester John,John Buchan,male,United Kingdom,1910,,
3387,0,http://www.wikidata.org/entity/Q7557397,http://www.wikidata.org/entity/Q34743,1865,Soldiers Three,Rudyard Kipling,male,United Kingdom,1899,,English
3389,0,http://www.wikidata.org/entity/Q622303,http://www.wikidata.org/entity/Q189119,1879,A Passage to India,E. M. Forster,male,United Kingdom,1924,,
3391,0,http://www.wikidata.org/entity/Q4067157,http://www.wikidata.org/entity/Q326459,1865,Peter and Alexis,Dmitry Merezhkovsky,male,Russian Empire,1904,,Russian
3392,0,http://www.wikidata.org/entity/Q73706,http://www.wikidata.org/entity/Q273034,1874,Emily of New Moon,Lucy Maud Montgomery,female,Canada,1923,,English
3393,0,http://www.wikidata.org/entity/Q1418731,http://www.wikidata.org/entity/Q35064,1890,Poirot Investigates,Agatha Christie,female,United Kingdom,1924,,English
3395,0,http://www.wikidata.org/entity/Q2375224,http://www.wikidata.org/entity/Q35064,1890,Poirot Investigates,Agatha Christie,female,United Kingdom,1924,,English
3397,0,http://www.wikidata.org/entity/Q1515513,http://www.wikidata.org/entity/Q25973,1877,Gertrud,Hermann Hesse,male,Switzerland,1910,,
3401,0,http://www.wikidata.org/entity/Q12100788,http://www.wikidata.org/entity/Q42511,1866,Joan and Peter,H. G. Wells,male,United Kingdom,1918,,English
3402,0,http://www.wikidata.org/entity/Q7030267,http://www.wikidata.org/entity/Q234530,1865,Nicolette,Emma Orczy,female,United Kingdom,1922,,
3404,0,http://www.wikidata.org/entity/Q4676497,http://www.wikidata.org/entity/Q1512,1850,Across the Plains,Robert Louis Stevenson,male,United Kingdom,1892,Presbyterianism,English
3406,0,http://www.wikidata.org/entity/Q5457254,http://www.wikidata.org/entity/Q185406,1871,Flaming Youth,Samuel Hopkins Adams,male,United States of America,1923,,
3409,0,http://www.wikidata.org/entity/Q19071588,http://www.wikidata.org/entity/Q183167,1874,Irish Impressions,G. K. Chesterton,male,United Kingdom,1919,Catholicism,
3411,0,http://www.wikidata.org/entity/Q7687022,http://www.wikidata.org/entity/Q148234,1875,Tarzan and the Ant Men,Edgar Rice Burroughs,male,United States of America,1924,,English
3412,0,http://www.wikidata.org/entity/Q2476841,http://www.wikidata.org/entity/Q47162,1866,Jean-Christophe,Romain Rolland,male,France,1904,,French
3413,0,http://www.wikidata.org/entity/Q51434144,http://www.wikidata.org/entity/Q33866,1858,Outdoor pastimes of an American hunter,Theodore Roosevelt,male,United States of America,1905,Continental Reformed Protestantism,American English
3418,0,http://www.wikidata.org/entity/Q1632505,http://www.wikidata.org/entity/Q38082,1832,Sylvie and Bruno,Lewis Carroll,male,England,1889,Anglicanism,British English
3420,0,http://www.wikidata.org/entity/Q2605035,http://www.wikidata.org/entity/Q125249,1842,The Varieties of Religious Experience,William James,male,United States of America,1902,Lutheranism,
3421,0,http://www.wikidata.org/entity/Q2247155,http://www.wikidata.org/entity/Q672816,1802,Fabiola,Nicholas Patrick Stephen Wiseman,male,Spain,1854,Catholic Church,English
3423,0,http://www.wikidata.org/entity/Q7715895,http://www.wikidata.org/entity/Q41166,1667,The Battle of the Books,Jonathan Swift,male,Republic of Ireland,1704,Anglicanism,English
3426,0,http://www.wikidata.org/entity/Q12154529,http://www.wikidata.org/entity/Q335064,1853,Makar's Dream,Vladimir Korolenko,male,Russian Empire,1885,,
3427,0,http://www.wikidata.org/entity/Q111096180,http://www.wikidata.org/entity/Q16487084,1849,A guerrilha de Frei Simão,Alberto Pimentel,male,Portugal,1895,,Portuguese
3429,0,http://www.wikidata.org/entity/Q84315223,http://www.wikidata.org/entity/Q1475826,1869,Walker of the Secret Service,Melville Davisson Post,male,United States of America,1924,,
3431,0,http://www.wikidata.org/entity/Q7318164,http://www.wikidata.org/entity/Q5294439,1822,Reveries of a Bachelor,Donald Grant Mitchell,male,United States of America,1850,,
3434,0,http://www.wikidata.org/entity/Q3936371,http://www.wikidata.org/entity/Q170509,1843,The Ivory Tower,Henry James,male,United States of America,1917,,English
3438,0,http://www.wikidata.org/entity/Q7719685,http://www.wikidata.org/entity/Q34970,1885,The Boy in the Bush,D. H. Lawrence,male,United Kingdom,1924,,
3439,0,http://www.wikidata.org/entity/Q55076592,http://www.wikidata.org/entity/Q40909,1882,Mr. Bennett and Mrs. Brown,Virginia Woolf,female,United Kingdom,1924,atheism,English
3440,0,http://www.wikidata.org/entity/Q19024039,http://www.wikidata.org/entity/Q230476,1850,A Night in Acadie,Kate Chopin,female,United States of America,1897,,
3441,0,http://www.wikidata.org/entity/Q19024046,http://www.wikidata.org/entity/Q230476,1850,A Night in Acadie,Kate Chopin,female,United States of America,1897,,
3442,0,http://www.wikidata.org/entity/Q19196151,http://www.wikidata.org/entity/Q3816,1804,The Marquis de Villemer,George Sand,female,France,1860,Catholicism,French
3443,0,http://www.wikidata.org/entity/Q28855081,http://www.wikidata.org/entity/Q8005269,1793,The castles and abbeys of England,William Beattie,male,Kingdom of Great Britain,1842,,
3445,0,http://www.wikidata.org/entity/Q7715074,http://www.wikidata.org/entity/Q1894814,1857,The Awakening of Helena Richie,Margaret Deland,female,United States of America,1906,,
3446,0,http://www.wikidata.org/entity/Q4354019,http://www.wikidata.org/entity/Q505923,1844,Sailing Alone Around the World,Joshua Slocum,male,United States of America,1900,,
3449,0,http://www.wikidata.org/entity/Q124084886,http://www.wikidata.org/entity/Q33193011,1850,Margaret Maliphant,Alice Comyns Carr,female,United Kingdom of Great Britain and Ireland,1889,,
3453,0,http://www.wikidata.org/entity/Q7713461,http://www.wikidata.org/entity/Q1899252,1875,The American Diary of a Japanese Girl,Yone Noguchi,male,Japan,1901,,Japanese
3454,0,http://www.wikidata.org/entity/Q108601252,http://www.wikidata.org/entity/Q216134,1878,The Fasting Cure,Upton Sinclair,male,United States of America,1911,,
3455,0,http://www.wikidata.org/entity/Q123357054,http://www.wikidata.org/entity/Q5126571,1869,The White Czar,Clarence Hawkes,male,United States of America,1923,,
3457,0,http://www.wikidata.org/entity/Q3936679,http://www.wikidata.org/entity/Q170509,1843,The Sense of the Past,Henry James,male,United States of America,1917,,English
3459,0,http://www.wikidata.org/entity/Q20666323,http://www.wikidata.org/entity/Q504,1840,The Attack on the Mill,Émile Zola,male,France,1880,atheism,French
3460,0,http://www.wikidata.org/entity/Q15836200,http://www.wikidata.org/entity/Q150471,1776,Nachtstücke,E. T. A. Hoffmann,male,Kingdom of Prussia,1817,,
3461,0,http://www.wikidata.org/entity/Q2534897,http://www.wikidata.org/entity/Q3816,1804,Indiana,George Sand,female,France,1832,Catholicism,French
3462,0,http://www.wikidata.org/entity/Q7134234,http://www.wikidata.org/entity/Q131149,1817,Paradise (to be) Regained,Henry David Thoreau,male,United States of America,1843,Unitarianism,English
3464,0,http://www.wikidata.org/entity/Q3233990,http://www.wikidata.org/entity/Q259530,1752,Cecilia,Frances Burney,female,Kingdom of Great Britain,1782,,
3468,0,http://www.wikidata.org/entity/Q111096203,http://www.wikidata.org/entity/Q2817249,1872,Ambições,Ana de Castro Osório,female,Portugal,1903,,
3470,0,http://www.wikidata.org/entity/Q3885500,http://www.wikidata.org/entity/Q170509,1843,Italian Hours,Henry James,male,United States of America,1909,,English
3472,0,http://www.wikidata.org/entity/Q6817441,http://www.wikidata.org/entity/Q216134,1878,Mental Radio,Upton Sinclair,male,United States of America,1930,,
3473,0,http://www.wikidata.org/entity/Q3187111,http://www.wikidata.org/entity/Q464167,1858,Jours de famine et de détresse,Neel Doff,female,Belgium,1911,,French
3475,0,http://www.wikidata.org/entity/Q2756710,http://www.wikidata.org/entity/Q42443,1844,Thaïs,Anatole France,male,France,1890,,French
3476,0,http://www.wikidata.org/entity/Q7927453,http://www.wikidata.org/entity/Q82925,1857,Victory,Joseph Conrad,male,United Kingdom,1915,atheism,
3480,0,http://www.wikidata.org/entity/Q19182379,http://www.wikidata.org/entity/Q504,1840,Claude's Confession,Émile Zola,male,France,1865,atheism,French
3483,0,http://www.wikidata.org/entity/Q60321311,http://www.wikidata.org/entity/Q178106,1883,The Great American Novel,William Carlos Williams,male,United States of America,1923,,
3484,0,http://www.wikidata.org/entity/Q1090444,http://www.wikidata.org/entity/Q82925,1857,An Outcast of the Islands,Joseph Conrad,male,United Kingdom,1896,atheism,
3488,0,http://www.wikidata.org/entity/Q7727767,http://www.wikidata.org/entity/Q4296277,1887,The Counterplot,Hope Mirrlees,female,United Kingdom,1924,,
3489,0,http://www.wikidata.org/entity/Q59640654,http://www.wikidata.org/entity/Q207672,1759,A Letter on the Abolition of the Slave Trade,William Wilberforce,male,United Kingdom,2010,Anglicanism,
3492,0,http://www.wikidata.org/entity/Q59641294,http://www.wikidata.org/entity/Q207672,1759,A Letter on the Abolition of the Slave Trade,William Wilberforce,male,United Kingdom,1807,Anglicanism,
3495,0,http://www.wikidata.org/entity/Q3224650,http://www.wikidata.org/entity/Q79025,1771,The Monastery,Walter Scott,male,United Kingdom,1820,,English
3497,0,http://www.wikidata.org/entity/Q2717772,http://www.wikidata.org/entity/Q79025,1771,The Abbot,Walter Scott,male,United Kingdom,1820,,English
3499,0,http://www.wikidata.org/entity/Q33654721,http://www.wikidata.org/entity/Q102513,1811,House and Home Papers,Harriet Beecher Stowe,female,United States of America,1864,Protestantism,English
3500,0,http://www.wikidata.org/entity/Q1244557,http://www.wikidata.org/entity/Q7199,1871,Pastiches et mélanges,Marcel Proust,male,France,1919,,French
3501,0,http://www.wikidata.org/entity/Q1249074,http://www.wikidata.org/entity/Q42511,1866,A Modern Utopia,H. G. Wells,male,United Kingdom,1905,,English
3502,0,http://www.wikidata.org/entity/Q7192534,http://www.wikidata.org/entity/Q47162,1866,Pierre et Luce,Romain Rolland,male,France,1920,,French
3503,0,http://www.wikidata.org/entity/Q7713242,http://www.wikidata.org/entity/Q170509,1843,The Altar of the Dead,Henry James,male,United States of America,1895,,English
3505,0,http://www.wikidata.org/entity/Q214371,http://www.wikidata.org/entity/Q93354,1896,The Great Gatsby,F. Scott Fitzgerald,male,United States of America,1925,Catholic Church,English
3506,0,http://www.wikidata.org/entity/Q7750162,http://www.wikidata.org/entity/Q6077927,1821,The Manchester Man,Isabella Banks,female,United Kingdom of Great Britain and Ireland,1876,,
3507,0,http://www.wikidata.org/entity/Q1394365,http://www.wikidata.org/entity/Q47152,1797,Falkner,Mary Shelley,female,Kingdom of Great Britain,1837,,English
3509,0,http://www.wikidata.org/entity/Q267727,http://www.wikidata.org/entity/Q203906,1856,The Principles of Scientific Management,Frederick Winslow Taylor,male,United States of America,1911,,
3511,0,http://www.wikidata.org/entity/Q51387545,http://www.wikidata.org/entity/Q3506829,1859,The fauna of the deep sea,Sydney John Hickson,male,United Kingdom,1894,,English
3513,0,http://www.wikidata.org/entity/Q15238560,http://www.wikidata.org/entity/Q170509,1843,The Death of the Lion,Henry James,male,United States of America,1895,,English
3515,0,http://www.wikidata.org/entity/Q7766818,http://www.wikidata.org/entity/Q42511,1866,The Story of a Great Schoolmaster,H. G. Wells,male,United Kingdom,1924,,English
3516,0,http://www.wikidata.org/entity/Q2171354,http://www.wikidata.org/entity/Q25973,1877,Rosshalde,Hermann Hesse,male,Switzerland,1914,,
3520,0,http://www.wikidata.org/entity/Q3795070,http://www.wikidata.org/entity/Q5686,1812,The Haunted Man and the Ghost's Bargain,Charles Dickens,male,United Kingdom of Great Britain and Ireland,1848,Anglicanism,British English
3521,0,http://www.wikidata.org/entity/Q470844,http://www.wikidata.org/entity/Q167856,1789,The Prairie,James Fenimore Cooper,male,United States of America,1827,,English
3522,0,http://www.wikidata.org/entity/Q19098293,http://www.wikidata.org/entity/Q1293795,1862,The Rover Boys on the Great Lakes,Edward Stratemeyer,male,United States of America,1901,,
3523,0,http://www.wikidata.org/entity/Q124088301,http://www.wikidata.org/entity/Q2415217,1828,The Greatest Heiress in England,Margaret Oliphant,female,United Kingdom of Great Britain and Ireland,1879,,
3524,0,http://www.wikidata.org/entity/Q933118,http://www.wikidata.org/entity/Q47152,1797,Lodore,Mary Shelley,female,Kingdom of Great Britain,1835,,English
3526,0,http://www.wikidata.org/entity/Q1213402,http://www.wikidata.org/entity/Q45765,1876,The Little Lady of the Big House,Jack London,male,United States of America,1916,atheism,
3527,0,http://www.wikidata.org/entity/Q1768450,http://www.wikidata.org/entity/Q316568,1889,Public Opinion,Walter Lippmann,male,United States of America,1922,,
3528,0,http://www.wikidata.org/entity/Q3211932,http://www.wikidata.org/entity/Q170509,1843,The Princess Casamassima,Henry James,male,United States of America,1886,,English
3530,0,http://www.wikidata.org/entity/Q3224800,http://www.wikidata.org/entity/Q170509,1843,The Figure in the Carpet,Henry James,male,United States of America,1896,,English
3534,0,http://www.wikidata.org/entity/Q7719857,http://www.wikidata.org/entity/Q216134,1878,The Brass Check,Upton Sinclair,male,United States of America,1919,,
3535,0,http://www.wikidata.org/entity/Q795340,http://www.wikidata.org/entity/Q134942,1874,The Painted Veil,William Somerset Maugham,male,United Kingdom,1925,,
3538,0,http://www.wikidata.org/entity/Q338034,http://www.wikidata.org/entity/Q504,1840,Le Ventre de Paris,Émile Zola,male,France,1873,atheism,French
3541,0,http://www.wikidata.org/entity/Q7742628,http://www.wikidata.org/entity/Q1894814,1857,The Iron Woman,Margaret Deland,female,United States of America,1911,,
3542,0,http://www.wikidata.org/entity/Q3210620,http://www.wikidata.org/entity/Q966324,1863,La Maternelle,Léon Frapié,male,France,1904,,French
3543,0,http://www.wikidata.org/entity/Q1612826,http://www.wikidata.org/entity/Q218679,1873,Chéri,Colette,female,France,1920,,French
3545,0,http://www.wikidata.org/entity/Q3232591,http://www.wikidata.org/entity/Q79025,1771,The Betrothed,Walter Scott,male,United Kingdom,1825,,English
3547,0,http://www.wikidata.org/entity/Q7739106,http://www.wikidata.org/entity/Q276028,1849,The Head of the House of Coombe,Frances Hodgson Burnett,female,United States of America,1922,Christian Science,English
3553,0,http://www.wikidata.org/entity/Q1197590,http://www.wikidata.org/entity/Q504,1840,L'Assommoir,Émile Zola,male,France,1876,atheism,French
3557,0,http://www.wikidata.org/entity/Q3148901,http://www.wikidata.org/entity/Q5686,1812,Pictures from Italy,Charles Dickens,male,United Kingdom of Great Britain and Ireland,1846,Anglicanism,British English
3558,0,http://www.wikidata.org/entity/Q4160179,http://www.wikidata.org/entity/Q207515,1881,A Gentleman of Leisure,P. G. Wodehouse,male,United States of America,1910,,
3561,0,http://www.wikidata.org/entity/Q7494141,http://www.wikidata.org/entity/Q4798061,1889,Shen of the Sea,Arthur Bowie Chrisman,male,United States of America,1925,,
3562,0,http://www.wikidata.org/entity/Q3291666,http://www.wikidata.org/entity/Q466650,1863,Marie-Claire,Marguerite Audoux,female,France,1910,,French
3563,0,http://www.wikidata.org/entity/Q104638728,http://www.wikidata.org/entity/Q466650,1863,Marie-Claire,Marguerite Audoux,female,France,1943,,French
3564,0,http://www.wikidata.org/entity/Q174654,http://www.wikidata.org/entity/Q35064,1890,The Secret of Chimneys,Agatha Christie,female,United Kingdom,1925,,English
3566,0,http://www.wikidata.org/entity/Q105106929,http://www.wikidata.org/entity/Q7796519,1874,Little Joe Otter,Thornton Burgess,male,United States of America,1925,,
3572,0,http://www.wikidata.org/entity/Q191380,http://www.wikidata.org/entity/Q535,1802,The Hunchback of Notre Dame,Victor Hugo,male,France,1831,,French
3573,0,http://www.wikidata.org/entity/Q3828573,http://www.wikidata.org/entity/Q5686,1812,The Chimes,Charles Dickens,male,United Kingdom of Great Britain and Ireland,1844,Anglicanism,British English
3576,0,http://www.wikidata.org/entity/Q7758486,http://www.wikidata.org/entity/Q229480,1873,The Professor's House,Willa Cather,female,United States of America,1925,,
3579,0,http://www.wikidata.org/entity/Q18655193,http://www.wikidata.org/entity/Q313185,1910,The Green Millennium,Fritz Leiber,male,United States of America,1953,,
3580,0,http://www.wikidata.org/entity/Q12310086,http://www.wikidata.org/entity/Q182804,1885,Eneboerne,Karen Blixen,female,Denmark,1907,,
3585,0,http://www.wikidata.org/entity/Q2316733,http://www.wikidata.org/entity/Q108206,1628,Grace Abounding to the Chief of Sinners,John Bunyan,male,Kingdom of England,1666,Baptists,English
3588,0,http://www.wikidata.org/entity/Q1249459,http://www.wikidata.org/entity/Q30875,1854,De Profundis,Oscar Wilde,male,Republic of Ireland,1905,Roman Catholic,English
3590,0,http://www.wikidata.org/entity/Q7230083,http://www.wikidata.org/entity/Q2382900,1885,Porgy,DuBose Heyward,male,United States of America,1925,,
3593,0,http://www.wikidata.org/entity/Q112843331,http://www.wikidata.org/entity/Q216134,1878,The Goslings,Upton Sinclair,male,United States of America,1924,,
3594,0,http://www.wikidata.org/entity/Q1197735,http://www.wikidata.org/entity/Q16867,1809,The Fall of the House of Usher,Edgar Allan Poe,male,United States of America,1839,,American English
3595,0,http://www.wikidata.org/entity/Q7194698,http://www.wikidata.org/entity/Q234530,1865,Pimpernel and Rosemary,Emma Orczy,female,United Kingdom,1924,,
3597,0,http://www.wikidata.org/entity/Q37626439,http://www.wikidata.org/entity/Q1732676,1885,Harzheimat,Karl Reinecke-Altenau,male,Nazi Germany,1924,Protestant Church in Germany,German
3600,0,http://www.wikidata.org/entity/Q124088832,http://www.wikidata.org/entity/Q2580556,1822,The Master of Aberfeldie,James Grant,male,United Kingdom of Great Britain and Ireland,1884,,
3601,0,http://www.wikidata.org/entity/Q3815190,http://www.wikidata.org/entity/Q229480,1873,A Lost Lady,Willa Cather,female,United States of America,1923,,
3602,0,http://www.wikidata.org/entity/Q3820059,http://www.wikidata.org/entity/Q183167,1874,The Everlasting Man,G. K. Chesterton,male,United Kingdom,1925,Catholicism,
3604,0,http://www.wikidata.org/entity/Q16169884,http://www.wikidata.org/entity/Q234530,1865,The Triumph of the Scarlet Pimpernel,Emma Orczy,female,United Kingdom,1922,,
3606,0,http://www.wikidata.org/entity/Q51431621,http://www.wikidata.org/entity/Q2831081,1844,Life and death,Albert Dastre,male,France,1911,,
3607,0,http://www.wikidata.org/entity/Q12331990,http://www.wikidata.org/entity/Q182804,1885,Pløjeren,Karen Blixen,female,Denmark,1907,,
3608,0,http://www.wikidata.org/entity/Q12311038,http://www.wikidata.org/entity/Q182804,1885,Familien de Cats,Karen Blixen,female,Denmark,1909,,
